datetime,location,temperature,humidity,wind_speed,pressure,visibility,cloud_cover
2025-11-12 18:22:58,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:02,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:02,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:02,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:02,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:03,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:03,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:03,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:03,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:06,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:06,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:06,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:06,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:06,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:06,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:06,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:06,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:07,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:07,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:07,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:07,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:07,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:07,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:07,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:07,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:23:26,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:26,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:23:26,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:23:26,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:01,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:01,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:01,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:01,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:01,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:01,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:01,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:01,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:04,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:04,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:04,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:04,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:15,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:15,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:15,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:15,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:26,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:26,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:26,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:26,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:24:37,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:37,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:24:37,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:24:37,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:33:27,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:33:27,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:33:27,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:33:27,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:34:29,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:34:29,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:34:29,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:34:29,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:36:37,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:37,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:37,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:36:37,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:36:46,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:46,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:46,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:36:46,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:36:56,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:56,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:36:56,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:36:56,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:38:26,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:38:26,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:38:26,Delhi,23.5,25,2.361111111111111,1015.0,4.8,51
2025-11-12 18:38:26,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:42:03,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:42:03,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:42:03,Delhi,23.1,26,2.361111111111111,1015.6,4.8,51
2025-11-12 18:42:03,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:43:26,Beluwakhan,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:43:26,Nainital,11.8,50,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:43:26,Delhi,23.1,26,2.361111111111111,1015.6,4.8,51
2025-11-12 18:43:26,Mumbai,31.9,35,3.75,1012.0,12.9,0
2025-11-12 18:48:27,Beluwakhan,12.2,49,1.9444444444444444,1015.9,4.8,51
2025-11-12 18:48:27,Nainital,12.2,49,1.9444444444444444,1015.9,4.8,51
2025-11-12 18:48:27,Delhi,23.1,26,2.361111111111111,1015.6,4.8,51
2025-11-12 18:48:27,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:53:27,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:53:27,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:53:27,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:53:27,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:27,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:27,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:27,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:27,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:31,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:31,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:31,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:31,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:35,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:35,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:35,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:35,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:39,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:39,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:39,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:39,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:46,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:46,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:46,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:46,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:49,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:49,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:49,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:49,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:53,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:53,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:53,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:53,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:56:57,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:57,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:56:57,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:56:57,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:57:00,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:00,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:00,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:57:00,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:57:03,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:03,Nainital,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:03,Delhi,23.1,26,2.361111111111111,1015.0,4.8,51
2025-11-12 18:57:03,Mumbai,32.5,34,3.75,1013.0,12.9,0
2025-11-12 18:57:05,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:05,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 18:57:05,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 18:57:05,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 18:57:06,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:06,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 18:57:06,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 18:57:06,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 18:57:05,Beluwakhan,12.2,49,1.9444444444444444,1016.3,4.8,51
2025-11-12 18:57:05,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 18:57:05,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 18:57:05,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 18:58:31,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 18:58:31,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 18:58:31,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 18:58:31,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:39,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:39,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:39,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:39,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:44,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:44,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:44,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:44,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:46,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:46,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:46,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:46,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:48,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:48,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:48,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:48,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:51,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:51,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:51,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:51,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:52,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:52,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:52,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:52,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:55,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:55,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:55,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:55,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:57,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:57,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:57,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:57,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:01:59,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:01:59,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:01:59,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:01:59,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:02:01,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:02:01,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:02:01,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:02:01,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:02:03,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:02:03,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:02:03,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:02:03,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:06:40,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:06:40,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:06:40,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:06:40,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:07:22,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:07:22,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:07:22,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:07:22,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:07:25,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:07:25,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:07:25,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:07:25,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:11:54,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:11:54,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:11:54,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:11:54,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:12:07,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:12:07,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:12:07,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:12:07,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:16:55,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:16:55,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:16:55,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:16:55,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:40:54,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:40:54,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:40:54,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:40:54,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:41:17,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:41:17,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:41:17,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:41:17,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:53:50,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:53:50,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:53:50,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:53:50,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 20:56:15,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 20:56:15,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 20:56:15,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 20:56:15,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:00:49,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:00:49,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:00:49,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:00:49,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:01:29,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:01:29,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:01:29,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:01:29,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:01:31,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:01:31,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:01:31,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:01:31,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:09:30,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:09:30,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:09:30,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:09:30,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:12:34,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:12:34,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:12:34,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:12:34,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:15:02,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:15:02,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:15:02,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:15:02,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:16:47,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:16:47,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:16:47,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:16:47,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-12 21:23:58,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-12 21:23:58,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-12 21:23:58,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-12 21:23:58,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:29:01,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:29:01,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:29:01,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:29:01,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:52:21,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:52:21,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:52:21,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:52:21,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:52:41,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:52:41,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:52:41,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:52:41,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:57:40,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:57:40,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:57:40,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:57:40,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:57:51,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:57:51,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:57:51,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:57:51,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:57:55,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:57:55,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:57:55,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:57:55,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 07:57:59,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 07:57:59,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 07:57:59,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 07:57:59,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 08:02:55,Beluwakhan,15.2,65,2.1,965.5,Good,Clear
2025-11-13 08:02:55,Nainital,12.8,58,1.8,967.2,Good,Clear
2025-11-13 08:02:55,Delhi,22.5,72,3.2,1013.2,Good,Clear
2025-11-13 08:02:55,Mumbai,28.1,78,2.8,1012.8,Good,Clear
2025-11-13 08:18:51,Beluwakhan,13.6,65,1.9,964.7,Good,Clear
2025-11-13 08:18:51,Nainital,12.1,63,2.3,966.7,Excellent,Mostly Clear
2025-11-13 08:18:51,Delhi,22.1,72,3.1,1015.0,Fair,Mostly Clear
2025-11-13 08:18:51,Mumbai,27.2,74,2.6,1012.9,Excellent,Mostly Clear
2025-11-13 08:23:49,Beluwakhan,15.7,68,1.8,966.4,Fair,43
2025-11-13 08:23:49,Nainital,12.5,56,1.5,968.0,Good,41
2025-11-13 08:23:49,Delhi,24.1,72,3.0,1011.2,Fair,0
2025-11-13 08:23:49,Mumbai,29.3,77,2.5,1011.7,Excellent,29
2025-11-13 08:23:56,Beluwakhan,15.7,69,2.3,964.5,Fair,22
2025-11-13 08:23:56,Nainital,13.0,60,1.6,967.1,Good,10
2025-11-13 08:23:56,Delhi,24.2,69,3.1,1012.1,Good,21
2025-11-13 08:23:56,Mumbai,26.9,77,2.6,1010.9,Good,36
